Batch ID,Wave ID,Order ID,SKU Pattern,BOM Name
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM903,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
B21-4FM904,B21HM,********,4CCHNG18-1,4CCHNG18-1
